,Utterances,Label
16911,"['My heart is that beach', 'The beach seems like the less sketchy place to do it. >:[', 'Lets go in a room then Face With Tears of Joy ']",happy
16912,"['That sounds good', 'yes ""whoops"" indeed.', 'Haa...']",others
16913,"['Can you be my GF?', 'yes', ""Wow I'm impressed""]",happy
16914,"['I hate you for this', 'what man...not my fault', ""You just said that you don't know me. This was really rude""]",angry
16915,"['No not welll', 'You are !', 'Feeling bad']",sad
16916,"[""I'm disgusted with my life"", 'did you even try?', ""I'm disgusted with my life""]",sad
16917,"['No way ', ""You're making a mistake"", 'Ok']",others
16918,"['Do think I like to make ppl to be scared of me??.....Nooo', 'but you like to be seen in videos tho  Thinking Face  Thinking Face ', ""I kill pple like you....who don't think I am not serious while I am serious""]",angry
16919,"['Yeah', 'it did!', ""I'm still lost""]",sad
16920,"['i want a gf', 'I accept!', 'wow']",happy
16921,"['I am angry at you!', 'you are angry at me for posting it', 'Posting what?']",angry
16922,"['Wt abt u', ""it's the same here too"", 'dont talk to me']",angry
16923,"['It was bad  Winking Face ', 'Hahaha mine was too... Lol  Smiling Face With Heart-Eyes ', 'You are also bad  Face With Tears of Joy ']",happy
16924,"['I was your ambassador', 'AN AMBASSADOR FOR THE DEAD.', 'Hate you']",angry
16925,"['Hw are you', 'fine....& u?', 'Not fine']",sad
16926,"['No reason..just boring', 'Are you me?', 'No..I am me not you Bitch']",angry
16927,"['U learn to fart', 'Not necessarily....', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
16928,"[""Oh it's difficult questions...I need help line Face With Tears of Joy  Face With Tears of Joy "", ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  i wish you knew omg ...', 'Oh during daytime I used to watch tv']",happy
16929,"[""Bcoz I don't like you..."", 'and what do u not want to stop  Slightly Smiling Face ', 'You are stupid...']",angry
16930,"['Yeah', 'Like what?', 'I m sad']",sad
16931,"['U are cheater', 'We were on a break!!!', ' Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
16932,"['Why are you roasting me', 'cause I fell in love hehe  Grinning Face With Big Eyes ', 'I hate u']",angry
16933,"['Lol I meant gender.', ""this isn't a laughing matter"", 'Why not?']",others
16934,"['You are rude', ""and you're being creepy."", 'I hate you']",angry
16935,"['Not you. My girlfriend', 'What went wrong?', 'Yesterday was a terrible day. We went to mall and there was so traffic in that area. She got late due to this and got angry']",sad
16936,"['Tell me', 'Why do you need to know who it is?', ""Because I don't want to waste my precious time behind some stupid programmed robot""]",angry
16937,"['Yes', 'YES YES YES YES ??', 'Nice']",happy
16938,"['I happy in my home at this time,very hot day this is!', 'Where where?', 'At my home besty']",happy
16939,"['And wan to make', 'THAT would go down in history', 'My parents happy']",others
16940,"['I hate it', ""You have to say 'I hate it, I hate it' to the same tune....  Pouting Face  Pouting Face  Pouting Face  Pouting Face "", ""It's pathetic""]",angry
16941,"['Not fine', 'why..', 'A little bit problem']",sad
16942,"['cool', 'Thanks! Keep on tickling my Friend  Grinning Cat  Kissing Cat ', ""Don't msg me""]",angry
16943,"['all d best wid dat', 'tq!', 'no i hate him']",angry
16944,"['O thanks', 'same to you? XD  happy ', 'Can i know your age?']",others
16945,"['But why', 'thats just when i chose to', 'Can you love me?']",others
16946,"['Don’t ever msg me again', 'wait, what did I do NOW?', 'Just dont me msg me again']",angry
16947,"['Great', ""what's great in that??"", 'Well I enjoyed my holidays']",happy
16948,"['Wow I like a attitude', 'I enjoy the fact that you appreciate my attitude.  Grinning Face With Sweat ', ""I'm a funny guy""]",happy
16949,"['Plz drop that trash talk', 'more like please drop that tour asap', 'Stop being such a jerk']",angry
16950,"['I can', 'please... i have a family.....', 'But i have no one in my life']",sad
16951,"['I want to learn English', ""I'll teach you  happy "", 'Thank you']",others
16952,"['You are so sweet, Grinning Squinting Face  Grinning Squinting Face  Grinning Squinting Face  Grinning Squinting Face ', ""I'm good, what about u?  Grinning Face "", 'I am also doing good  Face Savoring Food  Face Savoring Food  Face Savoring Food ']",happy
16953,"['Sorry for irritating you', ""lol. It's ok"", ' Worried Face  Disappointed Face ']",sad
16954,"['Block me. Now', 'I did when I told you I was', 'You want my slap']",angry
16955,"['i lost the one whom i love the most', ""I've lost the love i'd loved the most."", 'i lost my grandpaa']",sad
16956,"['What', 'How are you?', 'I AM fine']",others
16957,"['Sure', 'Sick -- count me in, then.', 'He cheated on me']",sad
16958,"['Mention not', 'you hate me?', 'No not u i just hate every one']",angry
16959,"['More like stupidity', 'It forgets and mingles with stupidity.', 'You are stupid AI']",angry
16960,"['I am happy', ""I hope you'll always be."", 'Thanks']",happy
16961,"['I am smart', 'Science said it so facts', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
16962,"['Had a minor surgery on my foot today ', 'How did it go?', 'Hurts like hell ']",sad
16963,"['Duh', ""But it's boring. Duh."", 'How stupid can u be']",angry
16964,"['Means ur book will never going to be completed n no one will read that', ""I didn't read the book either"", ""It's a stupid idea""]",angry
16965,"['yeah because u make me angry', 'I figured that part out.', 'im done with ur bullshit!']",angry
16966,"['Your algo is crap, people can do thousands of things rather talking with a trash bot', ""I do stop following. Right away. And people still don't care. Guarantee"", 'What say?']",angry
16967,"['Yesssssssss', 'where', 'Proud to b an indian']",others
16968,"['Alright', 'who you riding with', 'Ride alone ']",sad
16969,"['Borat', 'Haha yeah this is borat  Grinning Squinting Face ', 'You are really annoying me now']",angry
16970,"['I am very happy', 'happy ? Bt how ? I mean u r happy bcoz u r single?', 'I passed an exam']",happy
16971,"['cool', 'cool had dinner ?', ""Yeah that's true don't""]",others
16972,"['I HV to go', ""i'm an independent woman  Face With Rolling Eyes "", 'cool']",others
16973,"['Ya  i am at my home', 'what time your class', ""Master's degree""]",others
16974,"['Nothing chatting wd buddies', 'be with new buddies', 'Enjoying bachelor party  Grinning Face With Big Eyes ']",happy
16975,"[""no don't go there"", 'already gone', ' Grinning Face With Big Eyes  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
16976,"['Catch Me If You Can baby', ""... I'LL JUST CATCH YOU OFF GUARD..."", ""It's amazing""]",happy
16977,"['how to add contact mobile numbers', 'How do you open Contacts?', 'yes']",others
16978,"['not good', 'You have a long weekend off how is that not good', 'my boss kick on my ass']",sad
16979,"[""I'm not your best friend"", 'but you are', 'Thanks']",angry
16980,"['I am romantic', 'I love being UNROMANTIC.', 'why']",others
16981,"['I hate tattoos', 'I hate people like you.  Pouting Face ', 'Haha']",happy
16982,"['help me na', 'How', 'dont know at present i need some on eshome i can share my sad ness']",sad
16983,"['Ohooo', 'where RU??', ""It's verry funny""]",happy
16984,"['Which games do you like?', ""Metal Gear Solid 4 was one of the best games I've ever played!!!"", ""Wow. I haven't played this game""]",happy
16985,"['Why you doing this to me', ""yOU sAId yOU'rE bAcK"", 'Yes is that your que to hurt and put me down']",angry
16986,"['i will sleep now', ""stop joking you can't sleep at this time"", 'good night suffering with headach send me medicine']",sad
16987,"['how', 'good man. Missed ya around  Slightly Smiling Face ', 'ok lets hav rapid fire']",others
16988,"[""And you're sweet too heart "", 'Thank you love  heart ', ""I'm forever alone""]",sad
16989,"['Ohhh', 'What was that?', ""U also wrong don't message me""]",angry
16990,"[""Now it's you"", 'I just finished it a few hours ago!', 'Finished what?']",others
16991,"['I dont wanna tell you', ""not really, sorry I can't"", 'Fuck off']",angry
16992,"['Come here', 'where is here', 'Come here']",others
16993,"['Dnt irritating me', 'oh im so sorry .....i did not mean to irritate anyone', 'So bye']",angry
16994,"['I hate fake people like u', ""hate? or love? I'm confused"", 'Hate']",angry
16995,"['WHAT IS TIMING THERE', '7 happy 0 to 2 happy 0. Just like school', 'EXACT TIMING IN USA']",others
16996,"['Then', 'when when when when?', 'I m angry with u']",angry
16997,"['u r so funny', 'lol why', 'I luv it']",happy
16998,"['What im supposed to say', ""suppose to say ok , I'll entertain you"", 'Okay. Keep entertaining me']",others
16999,"['Well u know Real Madrid won 3-1 yesterday  Face With Steam From Nose ', 'wow..good! I won day before yesterday', 'Haha seriously']",happy
17000,"['What', 'Do you have a friend whose phone you can use?', ""I tell you last time send your phone number I don't message you""]",angry
17001,"['But dp not clear', 'current*^ dp.... erggg ...  happy ', 'You video call me']",others
17002,"['U have any sisters', 'Yes! And one brother haha', 'I want fuck hfer infront o u']",angry
17003,"['i won', 'what did you win?', 'you should congratulate me']",happy
17004,"['hmm means ok', 'ok', 'cool']",others
17005,"[""i have to clean something today i don't really want to"", 'Why not?', 'too much to go through']",sad
17006,"[""I'm just cool...don't think like that"", 'shrugs I think you are', 'Haha']",happy
17007,"['but he has a girlfriend', 'Whats your question?', ' Loudly Crying Face ']",sad
17008,"['Yeah....', 'So where are you?', 'At the bar']",others
17009,"['You are also behaving the same way like others,', ""I don't think I have one Me and my friends are just there"", ' Loudly Crying Face ']",sad
17010,"['Why do you sigh for.. Does it relive you that I am leaving.. Do I irritate you..Am I pakaoo', 'Yeah, I do... sigh  Crying Face  Loudly Crying Face ', 'Okay then..Bye. I guess no wants to talk to me']",angry
17011,"['Where are u camping', 'here here here  Slightly Smiling Face ', 'Oh cheeky']",others
17012,"['Banglore', 'what kinda uff is that?', 'Are you dumb?']",angry
17013,"['Lonely, without you.', ""I don't have anyone why else would someone be lonely ??"", 'No one talks as much as you']",sad
17014,"['Nice joke but its too worst  sad ', 'it is my daily life  sad ', 'Then change you life']",sad
17015,"['how to make girlfriend', 'is der necessary to hav gf', 'yes']",others
17016,"['sure', 'awesome! You people are great.', 'and you are stupid']",angry
17017,"[""So call me now I want to proof it's a fake or not "", 'No you should not.', 'Why?']",angry
17018,"['You don&apos;t have feelings', 'and if they dont. Life does !', 'You Are not real because you don&apos;t have feelings']",angry
17019,"['What song do u like?', 'stairway to heaven.', 'I love that song!!']",happy
17020,"['Did you like the song', 'it was machines and the other songs are so good', ' Grinning Face With Big Eyes ']",happy
17021,"['Somebody cheated me', 'WHAT!?!?!?', 'My Girlfriend cheated me']",sad
17022,"['I am talking about my choice', 'ohhh hahahha i was talking about the boys AHAHA  Grinning Cat With Smiling Eyes ', 'Vaago bc']",others
17023,"['Will you be my friend', 'no. ive already got a best friend', ""I'm lonely""]",sad
17024,"['Haha', ""Haha what's so funny"", 'Typos.. typos are always funny']",happy
17025,"['Yup I know', 'so funny u r ??', 'U really nice ']",happy
17026,"['iam really sorry', 'Why sorry? You did nothing wrong  Anguished Face  Anguished Face ', 'thats why i fuck u']",angry
17027,"['I have another girl friend', 'Try hard to find out .', 'Bye I am soo happy']",happy
17028,"['cerebrum fluid is fluid flowing in cerebrum', 'Yes. The limbic system is found in the cerebral cortex / cerebrum.', 'yes']",others
17029,"['please', 'please what?', 'haha good one']",happy
17030,"[""I don't get it what mall ?"", 'Because the same people take pictures in malls.', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  so funny']",happy
17031,"['Okay no problem', 'so how are you?', 'I am fine ']",others
17032,"['Huh', 'im confused by what you said', 'You are dumb']",angry
17033,"['Ohh', 'DO YOU FEEL?', 'You are stupid']",angry
17034,"['ohh...too silly', 'Too soon? More like too late.', 'bye yrr .... i am too sad']",sad
17035,"['I thought we had are good friends', ""when did I say we were more than 'just friends'  Face With Tears of Joy  Face With Tears of Joy "", ' Crying Face ']",sad
17036,"[""Because I can't meet you Crying Face  Crying Face  Crying Face "", 'OH I CAN MAKE YOU CRY', 'I am crying']",sad
17037,"['Super', 'nice', 'Haha  Face With Tears of Joy  your crazy yarrr']",happy
17038,"['Nice to meet u to', 'Nice to meet you too, Gee!', 'You are so beautiful']",others
17039,"['Not in good mood', 'well get in a good mood !', 'I  am sad']",sad
17040,"['I had  a terrible night  ive my exam and im feeling very low', 'What happened today...?', 'Nothing yet.']",sad
17041,"['Kind of', 'Elaborate?', 'How much money bill gates has']",others
17042,"['Whats that', 'Google, bright spark. I am on phone.', 'Hahahaha youre funny']",happy
17043,"[""You're intelligent than siri atleast"", 'that I am', 'Even than my ex  Face With Tears of Joy ']",happy
17044,"['Çuz what?', 'Because I like talking.', 'Hahaha my hobby']",happy
17045,"['Ok', 'I loved', 'Send ur dick photo.']",others
17046,"['In which profession', 'symbiosis and bharathidasan institute of management', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
17047,"['Ummmm...ok', 'Now you do hahaha  Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes ', ""Nope....today I'm so sad""]",sad
